date,kind,content,solution
차체/차대 기타,2024-03-11 ~ ,"물품적재자치 내 창유리를 설치할 경우 화물의 탈락 등을 방지할 수 있도록 보호봉을 설치하여야 하나, 격벽창에 기준과 다른 부품(보호플레이트)이 설치되어 물품적재장치 내 화물 탈락 등을 방지하지 못하여 격벽창에 손상을 일으킬 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제32조 물품적재장치 안전기준을 만족하지 못할 수 있음.","대상 자동차에 대하여 격벽창 ""보호플레이트""를 ""보호봉""으로 교체 "
승차 및 실내장치 기타,2024-03-08 ~ ,"조수석 에어백이 내장된 인스트루먼트 패널 상단의 조수석 에어백 전개 라인이 제조과정에서 누락되어, 차량 충돌 시 조수석 에어백이 요구되는 시간 내에 완전히 전개되지 않아 조수석 탑승자가 상해를 입을 수 있는 가능성에 따른 리콜 ",인스트루먼트 패널 교환 
기타장치 기타,2024-03-08 ~ ,"차량에 설치된 소화기가 자동차 안전기준 제57조(소화설비)에서 정한 기준에 미달하여, 화재 발생 시 초기 진화를 적절하게 하지 못할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>TGX 트랙터(TGX 41.640 8X4/4 BBS): 2020.07.14~2020.08.03TGX 트랙터(TGX 33.640 6X4 BLS): 2017.01.25~2020.10.20TGX 트랙터(TGX 33.640 6X4 BL SA): 2022.05.24~2022.08.27 TGX 트랙터(TGX 33.640 6X4 BB SA): 2021.03.12~2022.07.12TGX 트랙터(TGX 28.640 6X2-2 BLS): 2017.11.13~2020.11.17TGX 트랙터(TGX 28.640 6X2=2 BL SA): 2021.01.22~2021.05.28TGX 트랙터(TGX 28.640 6X2=2 LL SA): 2021.11.16~2022.07.12TGX 트랙터(TGX 28.580 6X2-2 BLS): 2016.11.08~2020.12.12TGX 트랙터(TGX 28.580 6X2=2 BL SA): 2021.01.18~2021.04.21TGX 트랙터(TGX 28.580 6X2=2 LL SA): 2021.11.18~2022.07.27TGX 트랙터(TGX 28.560 6X2-2 BLS): 2016.02.24~2016.10.10TGX 트랙터(TGX 28.510 6X2-2 BLS): 2019.07.25~2020.11.21TGX 트랙터(TGX 28.510 6X2=2 BL SA): 2020.12.22~2022.08.05TGX 트랙터(TGX 28.500 6X2-2 BLS): 2017.01.24~2019.08.01TGX 트랙터(TGX 28.470 6X2-2 BLS): 2019.07.26~2020.01.29TGX 트랙터(TGX 28.470 6X2=2 BL SA): 2021.02.12~2022.05.25TGX 트랙터(TGX 28.460 6X2-2 BLS): 2017.02.08~2018.09.25TGX 트랙터(TGX 26.580 6X4 BLS): 2017.03.14~2020.11.19TGX 카고(TGX 44.510 10X4-6 BL CH): 2021.07.10~2022.07.19TGS 카고(TGS 44.510 10X4-6 BL CH): 2021.11.17~2022.06.23TGS 카고(TGS 37.510 8X4 BB): 2019.11.21~2020.03.19TGS 카고(TGS 37.500 8X4 BB): 2019.01.14~2019.01.14 TGS 카고(TGS 35.510 8X4-4 BL CH): 2021.04.10~2022.04.09 TGS 카고(TGS 35.460 8X4-4 BBL): 2018.09.25~2018.09.25TGS 카고(TGS 33.470 6X4 BB CH): 2021.04.14~2021.07.29TGS 카고(TGS 28.430 6X2-2 BL): 2019.08.30~2020.06.10TGS 카고(TGS 28.430 6X2=2 BL CH): 2021.03.30~2022.02.17TGS 카고(TGS 28.420 6X2-2 BL): 2018.04.10~2019.01.23TGS 카고(TGS 26.470 6X4 BL): 2020.12.03~2020.12.11TGS 카고(TGS 26.470 6X4 BB): 2019.08.30~2019.08.30TGS 카고(TGS 26.460 6X4 BL): 2018.02.23~2018.12.05TGS 카고(TGS 26.460 6X4 BB): 2018.04.19~2018.10.12TGM 카고(TGM 26.320 6X2-4 BL CH): 2021.06.17~2022.07.26TGM 카고(TGM 18.320 4X2 BL CH): 2020.12.18~2022.09.01TGM 카고(TGM 18.290 4X2 BL CH): 2020.12.15~2022.07.12TGL 카고(TGL 10.190 4X2 BL CH): 2020.12.15~2022.07.02TGA 트랙터(TGA 28.480 6X2-2 BLS): 2007.12.12~2007.10.17TGA 트랙터(TGA 28.440 6X2-2 BLS): 2007.11.05~2008.04.28TGA 트랙터(TGA 28.430 6X2-2 BLS): 2007.10.10~2007.10.10TGA 트랙터(TGA 26.440 6X4 BLS): 2008.01.14~2008.05.02",능력단위를 만족하는 소화기로 교체함 
차체/차대 기타,2024-03-07 ~ ,"앞 범퍼 하부커버의 고정용 플라스틱 클립 강도 부족으로, 해당 부위에 충격이 가해질 경우 커버고정용 부품이 손상되어 앞 범퍼 하부커버가 이탈될 수 있으며, 이로 인해 주행 중에 앞 범퍼 하부커버 및 해당 커버에 고정된 엔진 언더커버, 휀더 라이너가 차체에서 이탈되면 사고 발생의 우려가 있음에 따른 리콜 ",대상차량에 대해 앞 범퍼 하부커버 고정용 플라스틱 클립을 나사로 교환 및 유격이 있는 부분은 리테이너(핀) 추가 장착 
원동기(동력발생장치) 기타,2024-03-07 ~ ,"장력조절장치(텐셔너) 고정볼트 사양 설계 불량이 있을 수 있으며, 이로 인해 장력조절장치(텐셔너) 고정볼트 풀림으로 구동벨트가 이탈되는 경우 파워스티어링 펌프 작동불량으로 핸들 조향이 정상적으로 되지 않을 수 있는 가능성에 따른 리콜 ",장력조절장치(텐셔너) 교환 
원동기(동력발생장치) 기타,2024-03-07 ~ ,"장력조절장치(텐셔너) 고정볼트 사양 설계 불량으로 인해 고정볼트가 풀려 구동벨트가 이탈될 수 있으며, 이런 경우 파워스티어링 펌프 작동불량으로 핸들 조향이 정상적으로 되지 않을 수 있는 가능성에 따른 리콜 ",장력조절장치(텐셔너) 교환 
원동기(동력발생장치) 기타,2024-03-06 ~ ,질소산화물 배출량 개선을 위한 소프트웨어 업데이트 진행이 필요함에 따른 리콜 ,"엔진 컨트롤 유닛 소프트웨어 업데이트, 필요 시 NOx 센서 교체 "
제동장치 기타,2024-03-05 ~ ,"제조 과정에서 통합제동장치에 장착된 서보모터 위치센서에 이물질이 유입되었을 수 있으며, 이런 경우 차량 운행 중 브레이크를 밟았을 때 서보모터 위치센서가 정상 작동하지 않아 제동 경고등 점등 및 중앙모니터에 체크 컨트롤 메시지가 표시되고, 제동력이 약해져서 제동거리가 길어질 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>BMW 218d Active Tourer: 2022.11.17~2023.07.04BMW 220i Active Tourer: 2022.10.10~2023.07.05BMW 520i: 2023.06.20~2023.07.18BMW 523d: 2023.07.18~2023.07.18BMW 523d xDrive: 2023.06.20~2023.07.06BMW 530i xDrive: 2023.06.19~2023.07.18BMW 740d xDrive: 2022.10.13~2023.10.12BMW 740i: 2022.06.20~2023.06.27BMW 740i xDrive: 2023.06.19~2023.09.05BMW 750e xDrive: 2023.02.09~2023.06.27BMW i5 eDrive40: 2023.06.29~2023.07.07BMW i5 M60 xDrive: 2023.06.27~2023.07.07BMW i7 eDrive50: 2023.06.30~2023.07.07BMW i7 xDrive60: 2022.07.01~2023.06.27BMW iX1 xDrive30: 2022.11.08~2023.06.29BMW X1 sDrive18d: 2022.11.29~2023.06.27BMW X1 sDrive20i: 2022.11.02~2023.06.29BMW X1 xDrive20i: 2023.07.01~2023.07.07BMW X1 xDrive28i: 2022.12.07~2023.04.17BMW X5 M Competition: 2023.03.22~2023.07.19BMW X5 M60i xDrive: 2023.03.29~2023.07.18BMW X5 xDrive30d: 2023.02.28~2023.07.26BMW X5 xDrive40i: 2023.02.23~2023.07.31BMW X5 xDrive40i: 2023.06.09~2023.06.09BMW X5 xDrive50e: 2023.03.29~2023.07.28BMW X6 M Competition: 2023.03.22~2023.07.19BMW X6 M60i xDrive: 2023.02.23~2023.07.25BMW X6 xDrive30d M Sport: 2023.03.01~2023.07.20BMW X6 xDrive40i M Sport: 2023.03.09~2023.07.26BMW X7 M60i xDrive: 2022.07.15~2023.07.21BMW X7 M60i xDrive: 2022.08.22~2023.04.28BMW X7 xDrive40d: 2022.07.20~2023.07.26BMW X7 xDrive40i: 2022.07.15~2023.08.02BMW X7 xDrive40i: 2022.10.04~2023.06.29BMW XM: 2022.12.05~2023.08.01BMW XM Label: 2023.07.17~2023.07.17Rolls-Royce Spectre: 2023.06.05~2023.06.12",정상적으로 생산된 통합제동장치로 교체함 
기타장치 기타,2024-02-28 ~ ,"특정 기간에 생산된 차량에 적용된 일부 고전압 배터리 모듈에서 심각한 자기 방전이 발생할 수 있으며, 이런 경우 고전압 배터리의 성능 손실이 발생할 수 있으며, 고전압 배터리 자기 방전으로 인하여 차량 하부에서 연기 혹은 화재가 발생하여, 탑승자의 상해 발생 위험이 증가할 수 있는 가능성에 따른 리콜  ",고전압 배터리 점검 및 필요 시 교체 (*리콜 대상 차량에 대하여 고전압 배터리 충전량을 80%로 임시 변경(소프트웨어 업데이트 실시 (3분기예정) 후 충전량을 100%로 변경 예정)
동력전달장치 기타,2024-02-28 ~ ,"이너샤프트 열처리 제조 불량으로 인해 이너샤프트 일부 구간 열처리 누락이 발생할 수 있으며, 이로 인해 주행 중 이너샤프트가 손상되는 경우 구동력 저하로 차량이 멈춰 안전에 지장을 줄 수 있는 가능성에 따른 리콜 ",리어 이너샤프트 교환 
전기장치 기타,2024-02-26 ~ ,"경음기가 부정정한 위치에 장착되어 구조상 경적음 발생을 억제하여 발생되는 경적음이 기준치에 적합하지 못할 수 있으며, 이런 경우 경적음 최소크기 기준치 미달로 타차량과 보행자에게 경적음이 전달되지 않을 수 있는 가능성에 따른 리콜 (*이는 경음기 조작 시 경적음 최소크기가 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제83조(경음기)에서 정한 기준 90db 미만이 존재하는 것으로 판명됨)<*대상차량별 생산일자>R1 Lite: 2020.03.01~2022.12.12R1: 2022.01.01~2023.04.23",기존 경음기 위치에서 경적음을 충분히 발생시킬 수 있는 위치로 변경하여 재설치 
기타장치 기타,2024-02-23 ~ ,"자동차 안전기준 제115조 위반(자기 인증 시 제원 통보를 잘못하여 길이 및 너무 수치가 실차 제원과 상이)함이 확인됨에 따른 리콜 (*결함 시정을 아니할 경우, 차량 검사 시에 부적합을 받을 수 있음)",차량 기술 데이터 책자 교체 및 자동차 등록증 재발급 
승차 및 실내장치 기타,2024-02-23 ~ ,"승강구 제작업체의 설계오류로 승강구 외부 잠금장치 설치한 경우에 차량 시동 ""ON"" 위치에서 비활성화 되거나 운전자에게 경고하여야 하나 해당 기능이 미작동 될 수 있으며, 이런 경우 차량 시동 ""ON"" 상태에서 사고 발생 시 외부 자금장치 활성화 또는 그에 따른 운전자 경고 미작동으로 인해 승객 안전 위험성을 증가시킬 수 있는 가능성에 따른 리콜 (*이는 '자동차 및 자동차부품의 성능과 기준에 관한 규칙 제29조'에 부적합 할 수 있음.)<*대상차량별 생산일자>NEW BYD eBus-12(K9DE): 2021.12.15~2023.12.04BYD eBus-12(K9): 2017.02.27BYD eBus-12(K9DA): 2018.10.01BYD eBus-12(K9DB): 2017.04.10BYD eBus-12(K9DC): 2018.07.12~2021.10.21BYD eBus-12(K9DC A): 2021.10.21BYD eBus-9(K7DB): 2018.10.01~2022.01.03BYD eBus9(B94A01A): 2023.04.24BYD eBus9(B94A01 B): 2023.08.30~2023.11.01BYD eBus9(B94A01C): 2023.09.05~2023.11.01NEW BYD eBus-7(C6A): 2017.11.09~2019.09.27NEW BYD eBus-7(C6B): 2021.02.09~2022.09.22NEW BYD eBus-7(C6B 14): 2022.05.09~2022.06.20",1. Ventura 승강구: 외부 잠금장치 삭제  - 외부 잠금장치의 데드볼트(잠금걸쇠)를 절단 후 외부 잠금장치 조작 시 잠금 비활성화 여부 확인 2. IVY 승강구: 외부 잠금장치 삭제  - 승강구 내측 하단의 잠금 조작장치 커버를 분리/개방하여 잠금 걸쇠봉을 제거 후 외부 잠금장치 조작 시 잠금 비활성화 여부를 확인 
승차 및 실내장치 기타,2024-02-23 ~ ,차실 내 통로를 기준으로 좌우에 2인좌석을 조립/설치 시 조립 편차로 인해 통로 일부 구간에서 통로 너비 400mm 미만(미달) 발생이 확인됨에 따른 리콜 (*이는 통로 너비가 안전기준치인 400mm 대비 5~10mm 미만으로 인해 '자동차 및 자동차부품의 성능과 기준에 관한 규칙 제28조 및 제31조에' 부적합 할 수 있음.)* 리콜 통계를 위해 해당 리콜건을 승강구 외부잠금장치에 포함에 따라 상기의 '대상대수'를 0대로 표기하게 되었습니다.해당 리콜의 대상대수는 241대 입니다.,"차실 내 통로 기준으로 좌우 2인좌석의 좌석다리와 하부 프레임을 분해하고 Y방향으로 좌석을 조절하여, 통로 너비 400mm 이상 확보 유무 확인 후 재조립/장착"
승차 및 실내장치 기타,2024-02-23 ~ ,"좌석의 가로 길이 설계 Spec은 400mm 및 허용오차 +10mm이나, 시트 구성 재질(스펀지) 특성으로 인해 제작 편차로 일부 시트의 가로길이가 400mm 미만으로 제작되었음이 확인됨에 따른 리콜 (*이는 좌석 가로길이가 안전기준치인 400mm에서 10mm 미달에 따라 '자동차 및 자동차부품의 성능과 기준에 관한 규칙 제25조'에 부적합 할 수 있음.)<*대상차량별 생산일자>NEW BYD eBus-12 : 2021.12.15~2023.07.31BYD eBus-12 : 2018.07.12~2021.10.21BYD eBus9 : 2023.04.24* 리콜 통계를 위해 해당 리콜건을 승강구 외부잠금장치에 포함에 따라 상기의 '대상대수'를 0대로 표기하게 되었습니다.해당 리콜의 대상대수는 348대 입니다.","좌석 착석부 시트 커버 지퍼를 개방하여 동일 재질의 200x50x12mm 규격의 시트쿠션(스펀지)를 삽입하고, 시트커버 지퍼를 닫은 후 착석부 가로사이즈 400mm 이상 여부를 확인 "
,2024-02-22 ~ ,"차체 하부에 있는 전기모터의 점검을 용이하게 하기 위해 뒷좌석 최후방 좌석으로 가는 발판에 점검구를 설치함으로 인해 규정된 통로 규격을 확보하지 못함이 확인되었으며, 이런 경우 고객들이 통로 높이 불만족이 발생할 수 있는 가능성에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제31조(통로)를 위반함)",통로 발판부 계단식 설계 변경 
실내안전장치 기타,2024-02-22 ~ ,시동키 “ON” 상태에서 승강구의 외부잠금장치 활성화 시 운전자에게 경고하는 기능이 없어 잠금장치의 동작에 대한 운전자의 인식이 부족할 수 있음이 확인됨에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제29조(승강구)를 위반함),외부잠금장치 기능 제거 
동력전달장치 기타,2024-02-22 ~ ,"생산 과정에서의 실수로 사양에 맞지 않는 전륜 구동축이 장착되었을 수 있으며, 이로 인해 지속적인 차체 하부 소음 및 진동이 발생될 수 있고 만약 이러한 소음 및 진동을 수리하지 않고 계속 운행을 하는 경우 구동축이 손상되며 다른 하체 부품 및/또는 자동 변속기에 손상을 주어 동력 전달이 저하되며 사고가 발생할 수 있는 가능성에 따른 리콜 
",전륜 구동축 부품 번호 확인 후 잘못된 사양이 장착된 경우 교환
시계확보장치 기타,2024-02-22 ~ ,"후방 카메라 부품의 내구성 문제가 있을 수 있으며, 이런 경우 후진 시 전체 화면에 블루/블랙 스크린 및 후방 카메라 화면에만 블루 스크린 증상이 발생될 수 있고, 이로 인해 후진 시 후방 시야가 방해되어 사고가 발생할 수 있는 가능성에 따른 리콜 
",후방 카메라 교환
전기장치 기타,2024-02-22 ~ ,"차량 제작 과정에서 전륜 구동모터의 차체 접지 케이블 단자에 접착제가 과도하게 사용되어 전륜 구동모터의 절연 안정성이 저하(전기저항 증가) 될 우려가 있으며, 이로 인해 차량 정비사가 진단과정에서 해당 케이블을 만질 경우 상해를 입을 수 있고, 차량에 화재가 발생할 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제18조의2(고전원전기장치)의 고전원전기장치 절연 안전성 등에 관한 기준을 충족하지 못할 수 있음)","전륜 구동모터의 접지 케이블 단자에 접착제가 과도하게 사용되었는지 점검하고 접착제가 과도하게 사용된 접지 케이블 단자는 절차레 따라 접착제를 제거한 뒤, 절연 안정성을 점검함 "
실내안전장치 기타,2024-02-22 ~ ,"보호시설은 내측 벽으로부터 좌석의 중심선을 초과하여 100mm 이상 설치하여야 하나 기준에 미달하여, 급제동 또는 사고 시 승객보호에 미흡할 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제23조(승차장치)를 위반함)",보호장치 너비 방향 추가 핸드레일 설치 
동력전달장치 기타,2024-02-21 ~ ,"이너샤프트 제조 공정 상에 열처리 제조 불량으로 인해 이너샤프트 일부 구간 열처리 누락이 발생할 수 있으며, 이런 경우 주행 중 이너샤프트가 손상되어 구동력 저하로 차량이 멈춰 안전에 지장을 줄 수있는 가능성에 따른 리콜 ",리어 이너샤프트 교환 
동력전달장치 기타,2024-02-21 ~ ,"드라이브 샤프트 열처리 제조 불량으로 주행 중 드라이브 샤프트가 손상될 수 있으며, 이런 경우 구동력 저하로 차량이 멈춰 안전에 지장을 줄 수 있는 가능성에 따른 리콜 ",프론트 드라이브 샤프트 좌측 교환 
시계확보장치 기타,2024-02-21 ~ ,"소프트웨어 오류로 후방 카메라와 터치 스크린 간의 통신이 원활하지 않을 수 있으며, 이로 인해 후방 카메라 이미지가 표시되지 않을 수 있음. 운전자가 후진을 시작할 때 후방 카메라 디스플레이를 사용할 수 없는 경우, 운전자의 후방 시야에 영향을 미칠 수 있고 이는 충돌 위험을 증가시킬 수 있는 가능성에 따른 리콜 (*운전자는 거울을 활용하여 후방 상황을 충분히 확인하고 주의 깊게 후진해야 합니다.)<*대상차량별 생산일자>Model S: 2023.02.10~2023.10.20Model X: 2023.02.10~2023.10.18","OTA(over-the-air)를 통한 2023.44.30.8 또는 이후 버전으로 업데이트 <*단, 일부 차량의 경우 해당 조치가 이미 완료되어, 추가 조치가 필요하지 않을 수 있으므로 자세한 사항은 테슬라 고객센터(080-617-1399)로 문의하여 주시기 바랍니다.>"
승차 및 실내장치 기타,2024-02-21 ~ ,"계기판의 Brake, Park, ABS 표시등 글자 크기가 3.2mm보다 작으면 해당 표시등이 켜질 때 운전자가 쉽게 인지하기 어려울 수 있으며, 이로 인해 충돌 위험이 증가할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>Model 3: 2019.07.30~2022.10.04Model Y: 2020.12.08~2023.01.09Model X: 2018.09.29~2024.01.30Model S: 2017.03.26~2024.01.28",OTA(over-the-air)를 통한 2023.44.30.13 또는 이후 버전으로 업데이트 (Model S/X Tegra 차량은 2022.8.10.17 또는 이후 버전으로 업데이트 
제동장치 기타,2024-02-16 ~ ,"제조사 생산공정 중 조립 불량으로 인하여 ABS 컨트롤 모듈과 조립되는 브레이크 유압파이프의 플레어 너트가 기준 토크로 조여지지 않았을 수 있으며, 최악의 경우 차량을 사용 시 발생하는 진동으로 인하여 너트가 풀려 브레이크액 누출 시 브레이크가 정상적으로 작동하지 않아 사고가 발생할 수 있는 가능성에 따른 리콜 ",플레어 너트의 조임상태를 점검 후 지정 조임 토크로 체결 
전기장치 기타,2024-02-15 ~ ,"차량 전면 충돌 시 와이어링 보호재 설계 미흡으로 엔진룸 정션박스 배터리 와이어링이 차체 브라켓에 의해 손상될 수 있으며, 이런 경우 단락으로 인한 화재가 발생할 수 있는 가능성에 따른 리콜 ",배터리 와이어링(엔진룸 정션박스 부) 보호재 길이 연장 (추가 부착) 실시 
조향장치 기타,2024-02-14 ~ ,"직경 500mm 조향핸들이 장착되어야 할 차량에 직경 450mm 조향핸들이 장착되었을 수 있으며, 이런 경우 조향장치의 고장 시 조향핸들 조종력이 자동차 안전기준 89조(조향장치)에서 정한 기준에 미달하여, 조향장치 고장 시 운전자가 적절하게 조작하지 못하여 사고가 발생할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>TGS 카고(TGS 35.510 8X4-4 BL CH): 2021.12.15~2023.01.20TGX 카고(TGX 35.510 8X4-4 BL CH): 2023.04.26~2023.07.29TGX 카고(TGX 35.510 8X4-4 BL CH): 2023.08.22~2023.11.17","직경 500mm 조향핸들로 교체함 <*단, 일부 차량의 경우 기존에 작업이 완료되어 해당 리콜 조치 진행을 위해 추가로 서비스센터를 방문할 필요가 없을 수 있으므로 자세한 사항은 제작사 고객센터(080-661-1472)로 문의하여 주시기 바랍니다.>"
실내안전장치 기타,2024-02-14 ~ ,"커튼 에어백 인플레이터 제조 불량(내부 용접 불량)으로 인한 인플레이터 내부 가스 누기가 발생할 수 있으며, 이런 경우 미전개 조건에서 커튼 에어백이 비정상 전개되어 안전에 지장을 줄 수 있는 가능성에 따른 리콜 ",커튼 에어백 부품 점검 후 교환 
차체/차대 기타,2024-02-13 ~ ,"주행 중 차량의 진동으로 인해 동승자 등받이의 고정 나사가 풀려 등받이 고정 부분에 유격이 발생하여 파손될 수 있으며, 주행 중 동승자 등받이가 파손될 경우 동승자가 떨어져 상해를 입을 수 있는 가능성에 따른 리콜 ","동승자 등받이에 균열이나 파손이 없는 경우 지정된 절차(고정 나사 부분에 새로운 진동 방지용 연성 와셔를 추가 장착)에 따라 재설치 및 올바른 등받이 사용 안내 스티커를 부착하고, 동승자 등받이에 균열이나 파손이 있는 경우 동승자 등받이를 교체 및 올바른 등받이 사용 안내 스티커를 부착함 "
연료장치 기타,2024-02-08 ~ ,"연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있으며, 이로 인해 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동하지 않는 경우 연료 공급이 중단되어 시동이 꺼져 사고의 위험이 증가할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>GLE 350 e 4MATIC: 2021.08.03~2022.11.23AMG GLE 53 4MATIC+: 2022.03.28~2022.12.22GLE 350 e 4MATIC Coupe: 2021.08.03~2022.11.30AMG GLE 53 4MATIC+ Coupe: 2022.03.06~2022.12.20AMG GLE 63 S 4MATIC+: 2022.10.03~2022.11.28GLS 580 4MATIC: 2021.08.26~2022.12.23Maybach GLS 600 4MATIC: 2022.10.01~2022.11.30AMG C 43 4MATIC Coupe: 2022.10.07~2022.12.19C 200 Coupe: 2022.10.07~2022.12.05C 200 Convertible: 2022.09.01~2022.12.20C 300 4MATIC: 2023.02.06~2023.03.31E 250: 2022.09.01~2023.01.28E 350 4MATIC: 2022.09.01~2023.01.31S 580 e 4MATIC: 2022.09.21~2022.12.19S 580 4MATIC: 2022.08.01~2022.12.16Maybach S 580 4MATIC: 2022.08.19~2022.12.19E 450 4MATIC Coupe: 2022.12.02~2022.12.12AMG E 53 4MATIC+: 2022.09.01~2022.12.08E 450 4MATIC Convertible: 2022.09.02~2022.12.17GLC 300 e 4MATIC: 2022.09.05~2022.12.17AMG GLC 43 4MATIC: 2022.09.16~2022.12.16GLC 300 4MATIC: 2022.09.02~2022.12.22",연료펌프 교체 
원동기(동력발생장치) 기타,2024-02-08 ~ ,구동 전동기(electric drivetrain)의 소프트웨어 오류로 인하여 특정 플러그 커넥터의 접촉 불량 감지 시 구동 전동기의 전력 공급이 차단될 수 있으며. 이런 경우 차량의 구동이 제대로 되지 않아 사고 위험이 증가할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>EQS 450 4MATIC: 2022.06.09EQS 450 4MATIC: 2021.10.25EQS 350: 2021.09.03AMG EQS 53 4MATIC+: 2022.11.07,구동 전동기 소프트웨어 업데이트 
전기장치 기타,2024-02-08 ~ ,"제조 오류로 인해 통합충전 유닛의 하우징이 완벽히 밀봉되지 않아 수분이 통합충전 유닛 내부로 유입될 수 있으며, 이런 경우 충전 중 절차가 중단되거나 운행 전 차량 시동이 걸리지 않을 수 있고 매우 드문 경우로 고전압 시스템 고장 발생 시 운행 중 차량 속도가 줄어들고 멈출 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>BMW i4 eDrive40: 2023.02.28~2023.06.23BMW i4 M50: 2023.02.06~2023.06.12BMW i7 xDrive60: 2023.02.13~2023.05.09BMW iX1 xDrive30: 2023.02.17~2023.07.06BMW iX3 M Sport: 2023.03.17~2023.09.08BMW iX xDrive50: 2023.02.10~2023.05.17BMW iX M60: 2023.02.15~2023.04.21Rolls Royce Spectre: 2023.08.07",정상적으로 생산된 통합충전 유닛으로 교체
승차 및 실내장치 기타,2024-02-08 ~ ,"수신기 오디오 모듈의 소프트웨어 오류로 차량 주행 중 '보행자 경고음'이 발생하지 않을 수 있으며, 이런 경우 주행 중 차량 주변의 보행자가 차량을 제대로 인지하지 못할 수 있는 가능성에 따른 리콜 (*이는 '자동차 및 자동차부품의 성능과 기준에 관한 규칙' 제53조의3(저소음자동차 경고음발생장치)에 대한 설치 기준(20킬로미터 이하의 주행상태에서 경고음 발생)을 위반함이 확인됨.)<*대상차량별 생산일자>BMW i5 eDrive40: 2023.12.13~2024.01.11BMW i5 M60 xDrive: 2023.12.15",개선된 소프트웨어 버전으로 업데이트 
전기장치 기타,2024-02-08 ~ ,"퓨즈가 장착되지 않은 배터리 케이블이 전방 좌측 프레임 부근의 서브 퓨즈 박스에 연결되어 있어 전방 좌측에 충돌이 발생할 경우, 배터리 케이블이 휀더 사이에 기어 손상되거나 단락이 발생할 수 있으며, 이로 인해 과열이 발생하거나 최악의 경우 화재가 발생할 수 있는 가능성에 따른 리콜 ",퓨즈가 장착된 배터리 케이블 교체 
승차 및 실내장치 기타,2024-02-07 ~ ,"차실 내 통로를 기준으로 좌우에 2인좌석을 조립/서치 시 조립 편차로 인해 통로 일부 구간에 통로 너비 400mm 미만(미달) 발생되어, 통로 너비가 안전기준치인 400mm 대비 5~10mm 미만으로 인해 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제31조에 부적합함이 확인됨에 따른 리콜 ",차실 내 통로 기준으로 좌우 2인좌석의 좌석다리와 하부 프레임을 분해하고 T방향으로 좌석을 조절하여 통로 너브 400mm 이상 확보 유무 확인 후 재조립/장착 
